ID,Created,Name,Description,Playlist URL
99c8d6ebfd49426390fb0e873172a79a,2022-05-31T17:50:27Z,Forever Young,"It's your high school prom.  What song are you slow dancing to?  (""Forever Young"" disqualified.)",https://open.spotify.com/playlist/55ehnBoxBpSj9epekOOZ4P
002887ae23ab4909ba93f886a2fc8240,2022-05-31T17:50:27Z,The Mamas and the Papas,Songs about family members (all songs by The Mamas and the Papas disqualified),https://open.spotify.com/playlist/2sxFWdHizzgbeoQjhR07X3
d66c8eff5b1a4a528de399f3d804e8ab,2022-05-31T17:50:27Z,I Guess They DO Make 'em Like They Used To?,Songs less than 10 years old that sound like they could have been written 30+ years ago,https://open.spotify.com/playlist/7yh12X4nhX3uYoBjWCEm1s
045c5e644b0344a1b5ed22b7254e9968,2022-05-31T17:50:27Z,Side Effects May Include...,Songs about topics you should probably talk to your doctor about,https://open.spotify.com/playlist/3OgVR7JFDPDBIQKYusn4TF
53134629876a4c6093205a0f1280774f,2022-05-31T17:50:28Z,"It's My Song, I Can Cry If I Want To",Songs that made you cry when you were a kid,https://open.spotify.com/playlist/5vDfB1qB0cAfidCvCC2Fcu
e22404948de84210bf3617dbf573e0ab,2022-05-31T17:50:28Z,Back in MY Day...,"Songs that explain how good/bad everything was ""back then"" #nostalgia #perspective",https://open.spotify.com/playlist/1hOPFq6MkxDboqvkZbZFmb
3bdf74ba74984fafb42120c398d7e26e,2022-05-31T17:50:28Z,Get Off My Lawn,Grumpy songs,https://open.spotify.com/playlist/2YtXl8Zeu4gb9csKH99AAx
4ecb7038a82f4b1e919058a2aba0c563,2022-05-31T17:50:28Z,Your Parents' Movies,"Submit a song from the soundtrack of a film your parents showed you when you were a teenager.  We will judge you both on the song and on the movie.  (Note: as this is a game, you should submit whatever you think will score the most points, you don't have to be honest.)",https://open.spotify.com/playlist/4bgnJprZfIUN1dJcAzzILs
22b06a21c0d245beadcc4ffcba5db18c,2022-05-31T17:50:28Z,Life Flashing Before Your Eyes,The song that plays as your life flashes before your eyes,https://open.spotify.com/playlist/68bHI4Vl0QX2I0OlPEYcbt
7b06f36fa3b9433cb2fdea6ad495bdc4,2022-05-31T17:50:28Z,Kids These Days,Are the kids alright?,https://open.spotify.com/playlist/4arhgtBvdVrkD1xVlYS8lC
5d7fce6aab01415f850b6819597f7fe6,2022-05-31T17:50:28Z,Mellowed and Softened as with Sunset-Glow,Songs that sound like the sun setting,https://open.spotify.com/playlist/2wy84qrc1Ch1M78vRW8gFl
3d49b194ab3341029a4c535a607b4739,2022-05-31T17:50:29Z,First Kiss,Kissin' songs,https://open.spotify.com/playlist/7bb2d3xLxhN6iHF54xS5j9
b7f135d4b2404c8eb38143aecee73a4e,2022-06-08T16:31:43Z,Bittersweet Symphony ,Songs about bittersweet emotions (“Bitter Sweet Symphony” disqualified),https://open.spotify.com/playlist/1UWBluC9xU3YtgvpZHgv6o
4815481518a0435b8170ee8252c7ff09,2022-07-04T13:46:56Z,That's LIFE,"Songs that have the word ""life"" in their lyrics but NOT in their title.",https://open.spotify.com/playlist/1M9J0VF4FyeFhakoeqq08Q
b4e480024b7a4c179c41fee117c44636,2022-07-15T23:07:01Z,Dazed and Confused,"Songs that confuse you (""Dazed and Confused"" disqualified)",https://open.spotify.com/playlist/75By13WHRz4amlGGb18rZg
74cbb3c3136a4b518cb2489f9fa7c81b,2022-07-16T21:52:59Z,NAME That Tune,Songs whose titles contain a person's name,https://open.spotify.com/playlist/2wdJjVy7gK0FAQ21O1Q9pj
6cabdd8cb37f4ee48b58a61f5999c9b3,2022-07-23T15:11:23Z,"Regrets, I’ve Had a Few","Sounds about awful life choices (""My Way"" disqualified)",https://open.spotify.com/playlist/2tIkREnli2cxoZcK8sit5o
5c8b5d818cc94f058e7b3f8717d24238,2022-08-19T01:35:45Z,Come On In My Kitchen,"Songs to cook to (""Come On In My Kitchen"" disqualified)",https://open.spotify.com/playlist/3zf7Zo1ty3WaiCMwSJi4Je
e8ef30e605d2481dab70a558edfe8fc8,2022-08-19T14:25:46Z,Don't You (Forget About Me),"Songs about forgetting (""Don't You (Forget About Me)"" disqualified)",https://open.spotify.com/playlist/7MwV3OlRqVN6Yb4TMF4ySj
